"ArticleTitle","Summary","Link","Timestamp","Category","Keyword","ArticleStory"
"Confusion and suspicion after bomb blast in Budapest","Information is still scant in the wake of a nail bomb explosion at 10.30 pm on Saturday near the corner of Ter z k r t and Kir ly utca in downtown Budapest. Two police officers were seriously injured in the blast, and police announced a manhunt to apprehend the alleged perpetrator, index.hu reported Sunday.","http://bbj.hu/news/confusion-and-suspicion-after-bomb-blast-in-budapest_122474","Mon, 26 Sep 2016 07:30:00 GMT","NA",""," "
"Nomura analysts expect BUBOR at 0.7% this year","While many factors and a number of scenarios should be considered when trying to forecast where the BUBOR rate of the National Bank of Hungary (MNB) will trade within the new liquidity framework the central bank is setting out, a 0.7% BUBOR is what analysts at Nomura expect for this year, according to an analysis sent to the Budapest Business Journal on Friday.","http://bbj.hu/analysis/nomura-analysts-expect-bubor-at-07-this-year_122472","Mon, 26 Sep 2016 07:26:00 GMT","NA",""," "
"MFB supports local startup with USD 1.2 mln injection","Corvinus Kock zati T kealapkezel , the venture capital managing unit of Hungarian state-owned MFB Group, has injected venture capital of USD 1.2 million into local data analytics startup VirtDB, the startup announced on Friday.
&nbsp;&nbsp;&nbsp;&nbsp;","http://bbj.hu/business/mfb-supports-local-startup-with-usd-12-mln-injection_122471","Mon, 26 Sep 2016 06:39:00 GMT","NA",""," "
"MFB supports local startup with USD 1.2 mln injection","Corvinus Kock zati T kealapkezel , the venture capital managing unit of Hungarian state-owned MFB Group, has injected venture capital of USD 1.2 million into local data analytics startup VirtDB, the startup announced on Friday.
&nbsp;&nbsp;&nbsp;&nbsp;","http://bbj.hu/business/mfb-supports-local-startup-with-usd-12-mln-injection_122471","Mon, 26 Sep 2016 06:39:00 GMT","NA",""," "
"Hungary may issue or swap FX bonds after rating upgrade, analysts say","The state of Hungary could issue an FX bond or swap USD bonds for euro-denominated bonds, taking advantage of low yields on bond markets and the favorable mood following Standard &amp; Poor s upgrade of Hungary s sovereign credit rating to investment grade, analysts told Hungarian news agency MTI on Friday.","http://bbj.hu/economy/hungary-may-issue-or-swap-fx-bonds-after-rating-upgrade-analysts-say_122470","Mon, 26 Sep 2016 06:24:00 GMT","NA",""," "
"Consumer, business confidence improve minimally in September, says GKI","Business and consumer confidence both edged up in September, according to a survey by economic research institute GKI, Hungarian news agency MTI reported.","http://bbj.hu/economy/consumer-business-confidence-improve-minimally-in-september-says-gki_122469","Mon, 26 Sep 2016 06:10:00 GMT","NA",""," "
"Hungary may issue or swap FX bonds after rating upgrade, analysts say","The state of Hungary could issue an FX bond or swap USD bonds for euro-denominated bonds, taking advantage of low yields on bond markets and the favorable mood following Standard &amp; Poor s upgrade of Hungary s sovereign credit rating to investment grade, analysts told Hungarian news agency MTI on Friday.","http://bbj.hu/economy/hungary-may-issue-or-swap-fx-bonds-after-rating-upgrade-analysts-say_122470","Mon, 26 Sep 2016 06:24:00 GMT","NA",""," "
"Sberbank Hungary performs above plans in Jan-Aug","The Hungarian subsidiary of Russia s Sberbank performed better than expected in  several aspects  in the first eight months of the year, according to the results of the first half Sberbank announced on Friday, as reported by Hungarian news agency MTI.","http://bbj.hu/business/sberbank-hungary-performs-above-plans-in-jan-aug_122468","Mon, 26 Sep 2016 06:07:00 GMT","NA",""," "
"Promotion for Magyar Telekom technology chief","Walter Goldenits, who has been the Chief Technology Innovation Officer (CTIO) of Magyar Telekom since January 1, 2013, is leaving the Hungarian subsidiary as of December 31, 2016, and moving on to parent Deutsche Telekom, according to a press release issued today. No replacement for Goldenits has yet been announced.","http://bbj.hu/whosnews/promotion-for-magyar-telekom-technology-chief_122428","Fri, 23 Sep 2016 13:07:00 GMT","NA",""," "
"Metrowagonmash to deliver second refurbished metro train in November","Russia s Metrowagonmash will deliver the second refurbished metro train for Budapest s metro line M3 in early November, Daria Marku, head of international relations and marketing at the company refurbishing the trains, told Hungarian news agency MTI yesterday.","http://bbj.hu/budapest/metrowagonmash-to-deliver-second-refurbished-metro-train-in-november_122415","Fri, 23 Sep 2016 10:11:00 GMT","NA",""," "
"Consumer, business confidence improve minimally in September, says GKI","Business and consumer confidence both edged up in September, according to a survey by economic research institute GKI, Hungarian news agency MTI reported.","http://bbj.hu/economy/consumer-business-confidence-improve-minimally-in-september-says-gki_122469","Mon, 26 Sep 2016 06:10:00 GMT","NA",""," "
"Net external financing capacity at 8% of GDP in Q2","Adjusted for seasonal effects, Hungary s net external financing capacity was EUR 2.204 bln, or 8% of quarterly GDP in the second quarter, balance of payment data published today by the National Bank of Hungary (MNB) show, according to Hungarian news agency MTI.","http://bbj.hu/economy/net-external-financing-capacity-at-8-of-gdp-in-q2_122414","Fri, 23 Sep 2016 09:43:00 GMT","NA",""," "
"Sberbank Hungary performs above plans in Jan-Aug","The Hungarian subsidiary of Russia s Sberbank performed better than expected in  several aspects  in the first eight months of the year, according to the results of the first half Sberbank announced on Friday, as reported by Hungarian news agency MTI.","http://bbj.hu/business/sberbank-hungary-performs-above-plans-in-jan-aug_122468","Mon, 26 Sep 2016 06:07:00 GMT","NA",""," "
"Revised retail sales up 2.9% in July","The volume of retail sales in Hungary was up 2.9% in July according to raw data, and by 4.0% adjusted for calendar effects, as compared to the same month a year earlier, Hungary s Central Statistical Office (KSH) reported today, revising its earlier report in a second estimate of data.","http://bbj.hu/economy/revised-retail-sales-up-29-in-july_122413","Fri, 23 Sep 2016 09:01:00 GMT","NA",""," "
"Promotion for Magyar Telekom technology chief","Walter Goldenits, who has been the Chief Technology Innovation Officer (CTIO) of Magyar Telekom since January 1, 2013, is leaving the Hungarian subsidiary as of December 31, 2016, and moving on to parent Deutsche Telekom, according to a press release issued today. No replacement for Goldenits has yet been announced.","http://bbj.hu/whosnews/promotion-for-magyar-telekom-technology-chief_122428","Fri, 23 Sep 2016 13:07:00 GMT","NA",""," "
"Royal Enfield Bullet 350 ES New Name For Electra, Not Discontinued","Royal Enfield Bullet 350 ES is the renamed Bullet Electra which has not been discontinued as per the rumours. Last week there were rumours about the Royal Enfield Bullet Electra 350 being...","https://www.motorbeam.com/2016/09/bikes/royal-enfield-bikes/royal-enfield-bullet-350-es-electras-new-name-not-discontinued/","Wed, 28 Sep 2016 09:39:15 +0000","Royal Enfield",""," "
"Natural decrease in Hungarian population slows in Jan-July","With decreases occurring in both the death rate and birth rate in Hungary during the first seven months of the year, the natural decrease in the population has slowed slightly, according to data published by the Central Statistical Office (KSH) yesterday.","http://bbj.hu/economy/natural-decrease-in-hungarian-population-slows-in-jan-july_122412","Fri, 23 Sep 2016 08:51:00 GMT","NA",""," "
"Metrowagonmash to deliver second refurbished metro train in November","Russia s Metrowagonmash will deliver the second refurbished metro train for Budapest s metro line M3 in early November, Daria Marku, head of international relations and marketing at the company refurbishing the trains, told Hungarian news agency MTI yesterday.","http://bbj.hu/budapest/metrowagonmash-to-deliver-second-refurbished-metro-train-in-november_122415","Fri, 23 Sep 2016 10:11:00 GMT","NA",""," "
"Honda Brio Facelift Launch In October, Reaches Dealerships","Honda Brio facelift launch in October first half. The updated hatchback has reached the dealerships as bookings are about to commence. Honda has been launching cars this year one after the other....","https://www.motorbeam.com/2016/09/cars/honda-brio/honda-brio-facelift-launch-october-reached-dealerships/","Wed, 28 Sep 2016 08:24:57 +0000","Honda Brio",""," "
"L z r blasts European Commission for  undemocratic  laws","Hungary s Cabinet Chief J nos L z r says that the European Commission is planning to create laws and politics in Europe lacking  any kind of democratic legitimacy and authorization,  while punishing  those who do not comply with laws and politics,  government website kormany.hu reported yesterday.","http://bbj.hu/politics/lazar-blasts-european-commission-for-undemocratic-laws_122411","Fri, 23 Sep 2016 08:24:00 GMT","NA",""," "
"Audi Q5 Sales Suspended In India Due To High Emissions","Audi Q5 sales suspended temporarily due to high emissions. Audi claims to have resolved the issue and sales will commence in some time. The Volkswagen Group was recently embroiled in the controversy...","https://www.motorbeam.com/2016/09/cars/audi-q5/audi-q5-sales-suspended-india-due-high-emissions/","Wed, 28 Sep 2016 07:39:40 +0000","Audi Q5",""," "
"Net external financing capacity at 8% of GDP in Q2","Adjusted for seasonal effects, Hungary s net external financing capacity was EUR 2.204 bln, or 8% of quarterly GDP in the second quarter, balance of payment data published today by the National Bank of Hungary (MNB) show, according to Hungarian news agency MTI.","http://bbj.hu/economy/net-external-financing-capacity-at-8-of-gdp-in-q2_122414","Fri, 23 Sep 2016 09:43:00 GMT","NA",""," "
"Hero To Launch Global Bike In January, To Focus On Premium Segment","Hero MotoCorp will be focusing on premium bikes and the company has a lot of new products lined up. The company has confirmed it will launch a global product in January 2017. Hero MotorCorp will now...","https://www.motorbeam.com/2016/09/bikes/hero-motocorp/hero-global-bike-launch-in-january-2017-to-focus-on-premium-segment/","Wed, 28 Sep 2016 07:12:40 +0000","Hero MotoCorp",""," "
"Mahindra e2o Four Door Spied Testing Again, Launch In October 2016","The Mahindra e2o has been spied again, testing with full camouflaged in heavy Bangalore traffic. The electric vehicle is on track to enter production next month. The Mahindra e2o is a noble little...","https://www.motorbeam.com/2016/09/cars/mahindra-e2o/mahindra-e2o-four-door-spied-testing-again-launch-in-october-2016/","Wed, 28 Sep 2016 06:49:53 +0000","Mahindra e2o",""," "
"Revised retail sales up 2.9% in July","The volume of retail sales in Hungary was up 2.9% in July according to raw data, and by 4.0% adjusted for calendar effects, as compared to the same month a year earlier, Hungary s Central Statistical Office (KSH) reported today, revising its earlier report in a second estimate of data.","http://bbj.hu/economy/revised-retail-sales-up-29-in-july_122413","Fri, 23 Sep 2016 09:01:00 GMT","NA",""," "
"Royal Enfield Bullet 350 ES New Name For Electra, Not Discontinued","Royal Enfield Bullet 350 ES is the renamed Bullet Electra which has not been discontinued as per the rumours. Last week there were rumours about the Royal Enfield Bullet Electra 350 being...","https://www.motorbeam.com/2016/09/bikes/royal-enfield-bikes/royal-enfield-bullet-350-es-electras-new-name-not-discontinued/","Wed, 28 Sep 2016 09:39:15 +0000","Royal Enfield",""," "
"BMW i8 Test Drive Review","BMW i8 Review Car Tested: BMW i8; Road Test No. 739 Price OTR Mumbai: Rs. 2,78,94,515/- The BMW i8 is definitely a very unique car offering engaging perfomance and dynamics We live in the present but...","https://www.motorbeam.com/2016/09/cars/bmw-i8/bmw-i8-review-test-drive/","Tue, 27 Sep 2016 14:25:40 +0000","BMW i8",""," "
"Honda Brio Facelift Launch In October, Reaches Dealerships","Honda Brio facelift launch in October first half. The updated hatchback has reached the dealerships as bookings are about to commence. Honda has been launching cars this year one after the other....","https://www.motorbeam.com/2016/09/cars/honda-brio/honda-brio-facelift-launch-october-reached-dealerships/","Wed, 28 Sep 2016 08:24:57 +0000","Honda Brio",""," "
"Mahindra Scorpio 1.99-Litre Intelli-Hybrid Launched","Mahindra Scorpio 1.99-Litre Intelli-Hybrid launched at a starting price of Rs. 9.35 lakhs (ex-showroom, Delhi) for the S4 trim. Mahindra had earlier launched the Scorpio with a 1.99-litre diesel...","https://www.motorbeam.com/2016/09/cars/mahindra-scorpio/mahindra-scorpio-1-99-litre-intelli-hybrid-launched/","Tue, 27 Sep 2016 12:00:17 +0000","Mahindra Scorpio",""," "
"Audi Q5 Sales Suspended In India Due To High Emissions","Audi Q5 sales suspended temporarily due to high emissions. Audi claims to have resolved the issue and sales will commence in some time. The Volkswagen Group was recently embroiled in the controversy...","https://www.motorbeam.com/2016/09/cars/audi-q5/audi-q5-sales-suspended-india-due-high-emissions/","Wed, 28 Sep 2016 07:39:40 +0000","Audi Q5",""," "
"Natural decrease in Hungarian population slows in Jan-July","With decreases occurring in both the death rate and birth rate in Hungary during the first seven months of the year, the natural decrease in the population has slowed slightly, according to data published by the Central Statistical Office (KSH) yesterday.","http://bbj.hu/economy/natural-decrease-in-hungarian-population-slows-in-jan-july_122412","Fri, 23 Sep 2016 08:51:00 GMT","NA",""," "
"Hero To Launch Global Bike In January, To Focus On Premium Segment","Hero MotoCorp will be focusing on premium bikes and the company has a lot of new products lined up. The company has confirmed it will launch a global product in January 2017. Hero MotorCorp will now...","https://www.motorbeam.com/2016/09/bikes/hero-motocorp/hero-global-bike-launch-in-january-2017-to-focus-on-premium-segment/","Wed, 28 Sep 2016 07:12:40 +0000","Hero MotoCorp",""," "
"Mahindra e2o Four Door Spied Testing Again, Launch In October 2016","The Mahindra e2o has been spied again, testing with full camouflaged in heavy Bangalore traffic. The electric vehicle is on track to enter production next month. The Mahindra e2o is a noble little...","https://www.motorbeam.com/2016/09/cars/mahindra-e2o/mahindra-e2o-four-door-spied-testing-again-launch-in-october-2016/","Wed, 28 Sep 2016 06:49:53 +0000","Mahindra e2o",""," "
"BMW i8 Test Drive Review","BMW i8 Review Car Tested: BMW i8; Road Test No. 739 Price OTR Mumbai: Rs. 2,78,94,515/- The BMW i8 is definitely a very unique car offering engaging perfomance and dynamics We live in the present but...","https://www.motorbeam.com/2016/09/cars/bmw-i8/bmw-i8-review-test-drive/","Tue, 27 Sep 2016 14:25:40 +0000","BMW i8",""," "
"L z r blasts European Commission for  undemocratic  laws","Hungary s Cabinet Chief J nos L z r says that the European Commission is planning to create laws and politics in Europe lacking  any kind of democratic legitimacy and authorization,  while punishing  those who do not comply with laws and politics,  government website kormany.hu reported yesterday.","http://bbj.hu/politics/lazar-blasts-european-commission-for-undemocratic-laws_122411","Fri, 23 Sep 2016 08:24:00 GMT","NA",""," "
"Mahindra Scorpio 1.99-Litre Intelli-Hybrid Launched","Mahindra Scorpio 1.99-Litre Intelli-Hybrid launched at a starting price of Rs. 9.35 lakhs (ex-showroom, Delhi) for the S4 trim. Mahindra had earlier launched the Scorpio with a 1.99-litre diesel...","https://www.motorbeam.com/2016/09/cars/mahindra-scorpio/mahindra-scorpio-1-99-litre-intelli-hybrid-launched/","Tue, 27 Sep 2016 12:00:17 +0000","Mahindra Scorpio",""," "
"Nnamdi Kanu trial: What next for Ipob leader's case after second judge steps down?","IBTimes UK looks at the various setbacks Kanu's trial has suffered since December 2015.","http://www.ibtimes.co.uk/nnamdi-kanu-trial-what-next-ipob-leaders-case-after-second-judge-steps-down-1583588","Wed, 28 Sep 2016 10:39:03 +0100","NA",""," "
"Here's what Brad Pitt's ex-girlfriend has to say about the child abuse allegations against him","Elizabeth Daily says Fight Club actor is a very calm and gentle person.","http://www.ibtimes.co.uk/heres-what-brad-pitts-ex-girlfriend-has-say-about-child-abuse-allegations-against-him-1583698","Wed, 28 Sep 2016 10:32:37 +0100","NA",""," "
"Nnamdi Kanu trial: What next for Ipob leader's case after second judge steps down?","IBTimes UK looks at the various setbacks Kanu's trial has suffered since December 2015.","http://www.ibtimes.co.uk/nnamdi-kanu-trial-what-next-ipob-leaders-case-after-second-judge-steps-down-1583588","Wed, 28 Sep 2016 10:39:03 +0100","NA",""," "
"Destiny 2 reportedly 'a completely different game' being developed for PC","Bungie also reportedly bringing bigger environments to sci-fi sequel.","http://www.ibtimes.co.uk/destiny-2-reportedly-completely-different-game-being-developed-pc-1583704","Wed, 28 Sep 2016 10:23:42 +0100","NA",""," "
"Here's what Brad Pitt's ex-girlfriend has to say about the child abuse allegations against him","Elizabeth Daily says Fight Club actor is a very calm and gentle person.","http://www.ibtimes.co.uk/heres-what-brad-pitts-ex-girlfriend-has-say-about-child-abuse-allegations-against-him-1583698","Wed, 28 Sep 2016 10:32:37 +0100","NA",""," "
"Is this the moment the penny dropped for Trump supporters?","Post-debate analysis of voters' responses in the key swing state of Florida shows growing support for Hillary.","http://www.ibtimes.co.uk/this-moment-penny-dropped-trump-supporters-1583701","Wed, 28 Sep 2016 10:15:55 +0100","NA",""," "
"Destiny 2 reportedly 'a completely different game' being developed for PC","Bungie also reportedly bringing bigger environments to sci-fi sequel.","http://www.ibtimes.co.uk/destiny-2-reportedly-completely-different-game-being-developed-pc-1583704","Wed, 28 Sep 2016 10:23:42 +0100","NA",""," "
"Is this the moment the penny dropped for Trump supporters?","Post-debate analysis of voters' responses in the key swing state of Florida shows growing support for Hillary.","http://www.ibtimes.co.uk/this-moment-penny-dropped-trump-supporters-1583701","Wed, 28 Sep 2016 10:15:55 +0100","NA",""," "
"Royal Enfield Bullet 350 ES New Name For Electra, Not Discontinued","Royal Enfield Bullet 350 ES is the renamed Bullet Electra which has not been discontinued as per the rumours. Last week there were rumours about the Royal Enfield Bullet Electra 350 being...","https://www.motorbeam.com/2016/09/bikes/royal-enfield-bikes/royal-enfield-bullet-350-es-electras-new-name-not-discontinued/","Wed, 28 Sep 2016 09:39:15 +0000","Royal Enfield",""," "
"Honda Brio Facelift Launch In October, Reaches Dealerships","Honda Brio facelift launch in October first half. The updated hatchback has reached the dealerships as bookings are about to commence. Honda has been launching cars this year one after the other....","https://www.motorbeam.com/2016/09/cars/honda-brio/honda-brio-facelift-launch-october-reached-dealerships/","Wed, 28 Sep 2016 08:24:57 +0000","Honda Brio",""," "
"Audi Q5 Sales Suspended In India Due To High Emissions","Audi Q5 sales suspended temporarily due to high emissions. Audi claims to have resolved the issue and sales will commence in some time. The Volkswagen Group was recently embroiled in the controversy...","https://www.motorbeam.com/2016/09/cars/audi-q5/audi-q5-sales-suspended-india-due-high-emissions/","Wed, 28 Sep 2016 07:39:40 +0000","Audi Q5",""," "
"Hero To Launch Global Bike In January, To Focus On Premium Segment","Hero MotoCorp will be focusing on premium bikes and the company has a lot of new products lined up. The company has confirmed it will launch a global product in January 2017. Hero MotorCorp will now...","https://www.motorbeam.com/2016/09/bikes/hero-motocorp/hero-global-bike-launch-in-january-2017-to-focus-on-premium-segment/","Wed, 28 Sep 2016 07:12:40 +0000","Hero MotoCorp",""," "
"Mahindra e2o Four Door Spied Testing Again, Launch In October 2016","The Mahindra e2o has been spied again, testing with full camouflaged in heavy Bangalore traffic. The electric vehicle is on track to enter production next month. The Mahindra e2o is a noble little...","https://www.motorbeam.com/2016/09/cars/mahindra-e2o/mahindra-e2o-four-door-spied-testing-again-launch-in-october-2016/","Wed, 28 Sep 2016 06:49:53 +0000","Mahindra e2o",""," "
"BMW i8 Test Drive Review","BMW i8 Review Car Tested: BMW i8; Road Test No. 739 Price OTR Mumbai: Rs. 2,78,94,515/- The BMW i8 is definitely a very unique car offering engaging perfomance and dynamics We live in the present but...","https://www.motorbeam.com/2016/09/cars/bmw-i8/bmw-i8-review-test-drive/","Tue, 27 Sep 2016 14:25:40 +0000","BMW i8",""," "
"Mahindra Scorpio 1.99-Litre Intelli-Hybrid Launched","Mahindra Scorpio 1.99-Litre Intelli-Hybrid launched at a starting price of Rs. 9.35 lakhs (ex-showroom, Delhi) for the S4 trim. Mahindra had earlier launched the Scorpio with a 1.99-litre diesel...","https://www.motorbeam.com/2016/09/cars/mahindra-scorpio/mahindra-scorpio-1-99-litre-intelli-hybrid-launched/","Tue, 27 Sep 2016 12:00:17 +0000","Mahindra Scorpio",""," "
"Nnamdi Kanu trial: What next for Ipob leader's case after second judge steps down?","IBTimes UK looks at the various setbacks Kanu's trial has suffered since December 2015.","http://www.ibtimes.co.uk/nnamdi-kanu-trial-what-next-ipob-leaders-case-after-second-judge-steps-down-1583588","Wed, 28 Sep 2016 10:39:03 +0100","NA",""," "
"Here's what Brad Pitt's ex-girlfriend has to say about the child abuse allegations against him","Elizabeth Daily says Fight Club actor is a very calm and gentle person.","http://www.ibtimes.co.uk/heres-what-brad-pitts-ex-girlfriend-has-say-about-child-abuse-allegations-against-him-1583698","Wed, 28 Sep 2016 10:32:37 +0100","NA",""," "
"Destiny 2 reportedly 'a completely different game' being developed for PC","Bungie also reportedly bringing bigger environments to sci-fi sequel.","http://www.ibtimes.co.uk/destiny-2-reportedly-completely-different-game-being-developed-pc-1583704","Wed, 28 Sep 2016 10:23:42 +0100","NA",""," "
"Is this the moment the penny dropped for Trump supporters?","Post-debate analysis of voters' responses in the key swing state of Florida shows growing support for Hillary.","http://www.ibtimes.co.uk/this-moment-penny-dropped-trump-supporters-1583701","Wed, 28 Sep 2016 10:15:55 +0100","NA",""," "
"Shimon Peres, Nobel winner and giant of Israeli politics, dies at 93"," Leading political figure served twice as prime minister, once as president and won Nobel peace prize    Follow global reaction to death of a defining political figure     Shimon Peres , one of Israel s defining political figures and a Nobel peace prize laureate, has died at the age of 93,  two weeks after having a stroke .  Peres had twice served as prime minister of Israel and later as the country s ninth president. He had been seriously ill on a respirator in an Israeli hospital near Tel Aviv and died after his condition deteriorated sharply.    Continue reading... ","https://www.theguardian.com/world/2016/sep/28/shimon-peres-former-israeli-leader-dies","Wed, 28 Sep 2016 08:24:10 GMT","Shimon Peres",""," "
"Donald Trump boasts after first debate against Clinton: 'I didn't want to embarrass her'"," Insisting every poll showed him as the winner, Republican nominee blasts  corrupt media  and recounts what he felt were his best lines  Donald Trump has told a crowd of 7,500 that he was holding back during the  first presidential debate with Hillary Clinton  because he did not want to embarrass her.  He insisted that every poll showed him winning the debates but cited only internet surveys to prove this; every scientific poll taken in the aftermath of the debate showed a majority of viewers believing the Democratic nominee had won.     Continue reading... ","https://www.theguardian.com/us-news/2016/sep/27/donald-trump-hillary-clinton-first-debate-winner","Wed, 28 Sep 2016 06:36:39 GMT","Donald Trump",""," "
"Amnesty calls off launch of Thai torture report after police warning"," Rights group was told staff could be arrested over visas if public launch of report accusing soldiers and police went ahead  Amnesty International has cancelled the public launch of a report on torture in Thailand after police in Bangkok warned the rights group that its representatives might be arrested and prosecuted for visa violations.  The  report  accuses Thai soldiers and police of torture, including of suspected insurgents, government opponents, alleged drug users and members of ethnic minorities.    Continue reading... ","https://www.theguardian.com/world/2016/sep/28/amnesty-thailand-torture-report-launch-cancelled-police-warning","Wed, 28 Sep 2016 07:37:03 GMT","Thailand",""," "
"MH17 investigators to pinpoint missile launch in rebel-held Ukraine"," Report expected to say Buk missile was fired from separatist-held area in Ukraine and its launcher smuggled back to Russia  An international criminal investigation into the shooting down of  flight MH17  is likely to conclude that the plane was downed by a Buk missile fired from separatist-controlled territory in eastern Ukraine, diplomats say.   The  Dutch-led Joint Investigation Team  (JIT) has been gathering evidence for a possible criminal trial and is due to present its interim findings on Wednesday. Dutch police and prosecutors have been working with judicial colleagues from Australia, Belgium, Malaysia and Ukraine.   Continue reading... ","https://www.theguardian.com/world/2016/sep/27/mh17-inquiry-missile-launch-buk-ukraine-russia","Tue, 27 Sep 2016 14:00:37 GMT","Malaysia Airlines flight MH17",""," "
"Police killing of unarmed black man in San Diego sparks protest"," Police say man pulled an object from his pocket, pointed it at officers and assumed a  shooting stance   Police in suburban San Diego have shot and killed an unarmed black man who they say pulled an object from his pocket, pointed it at officers and assumed a  shooting stance .    One officer tried and failed to subdue the unidentified man with a stun gun before a second officer fired several times, said the El Cajon police chief, Jeff Davis. Davis would not say what the object was, but acknowledged it was not a weapon.     Continue reading... ","https://www.theguardian.com/us-news/2016/sep/28/police-killing-black-man-el-cajon-san-diego-protest","Wed, 28 Sep 2016 08:30:02 GMT","San Diego",""," "
"World's first baby born from new procedure using DNA of three people"," Experts welcome news of successful mitochondrial transfer but caution against operating in countries beyond regulations  The world s first baby to be born from a new procedure that combines the DNA of three people appears to be healthy, according to doctors in the US who oversaw the treatment.  The baby was born on 6 April after his Jordanian parents travelled to Mexico where they were cared for by US fertility specialists.    Continue reading... ","https://www.theguardian.com/science/2016/sep/27/worlds-first-baby-born-using-dna-from-three-parents","Tue, 27 Sep 2016 16:12:05 GMT","Reproduction",""," "
"France urged to house children living alone in Calais camp"," Children s commissioners call on French government to rescue 1,000 asylum-seeking children as a matter of urgency   The children s commissioners for England and France have called on the French government to identify, register and house the 1,000 lone asylum-seeking children who are living in dire conditions in the Calais camp,  as a matter of urgency  before the site is demolished.  After President Fran ois Hollande announced that the refugee camp would be shut down and asylum seekers moved to official centres around the country, charities said they were concerned about the safety of the unaccompanied child refugees, who make up about 10% of the camp population.   Continue reading... ","https://www.theguardian.com/world/2016/sep/27/register-and-house-children-living-in-calais-camp-on-their-own-france-told","Tue, 27 Sep 2016 17:12:52 GMT","Calais",""," "
"Syrian troops launch ground offensive against Aleppo rebels"," Forces loyal to Bashar al-Assad advance on the old city, two other districts and a strategically sited former refugee camp  Syrian troops have launched a large-scale ground attack on rebel-held areas of Aleppo in a bid to make concrete military gains after nearly a week of punitive bombardment that has mostly hit civilians.  Forces loyal to President Bashar al-Assad opened multiple fronts in an apparent attempt to increase pressure on rebel forces experienced in close urban warfare.    Continue reading... ","https://www.theguardian.com/world/2016/sep/27/syrian-troops-launch-ground-offensive-against-aleppo-rebels","Tue, 27 Sep 2016 18:43:00 GMT","Syria",""," "
"Panama Papers: European parliament opens inquiry"," In first evidence session, 65-member panel hears from journalists involved in breaking the story of the Mossack Fonseca data leak  The role of UK tax havens in facilitating financial crime came under scrutiny as the European parliament opened its 10-month inquiry into the  Panama Papers scandal .  At the inquiry s  first evidence session  in Brussels, the 65-member panel heard from journalists at some of the media organisations that broke the story in April.    Continue reading... ","https://www.theguardian.com/world/2016/sep/27/panama-papers-inquiry-opens-at-european-parliament","Tue, 27 Sep 2016 17:51:03 GMT","Tax havens",""," "
"RBS pays  846m fine to US regulator for role in 2008 banking crisis"," Settlement is first of three penalties expected to be handed down to Royal Bank of Scotland by US authorities  Royal Bank of Scotland is to pay $1.1bn ( 846m) to a US regulator to resolve allegations it missold mortgage bonds to credit unions in the run up to the 2008 banking crisis.  The settlement with the National Credit Union Administration (NCUA) board is one of three major issues facing the bailed-out bank relating to the way it sold so-called residential-mortgage-backed securities (RMBS) before its  45bn taxpayer bailout.   Continue reading... ","https://www.theguardian.com/business/2016/sep/28/rbs-pays-846m-fine-us-regulator-role-2008-banking-crisis","Tue, 27 Sep 2016 23:46:25 GMT","Royal Bank of Scotland",""," "
"SpaceX founder Elon Musk plans to get humans to Mars in six years"," SpaceX founder tells meeting of astronautical experts that his only purpose is to  make life interplanetary , revealing plans for reusable ship to Mars  SpaceX founder Elon Musk has outlined his highly ambitious vision for manned missions to Mars, which he said could begin as soon as 2022   three years sooner than his previous estimates.   However, the question of how such extravagantly expensive missions would be funded remains largely in the dark.   Continue reading... ","https://www.theguardian.com/technology/2016/sep/27/elon-musk-spacex-mars-colony","Wed, 28 Sep 2016 06:42:09 GMT","Elon Musk",""," "
"Father of Muslim teen arrested for clock sues conservative media for defamation"," The lawsuit claims that Glenn Beck, Fox and others wrongly floated the idea that Ahmed Mohamed deliberately brought a  hoax bomb  to school as a PR stunt   The father of Ahmed Mohamed, the Muslim teenager arrested in Texas last year when he  brought a homemade clock to school , has launched a defamation lawsuit against several conservative media figures and organisations.  Mohamed Elhassan Mohamed filed the suit last week in Dallas County on behalf of his son, whose detention and questioning last September made international headlines amid accusations of Islamophobia. He was suspended from school for three days, though police decided not to charge him with making a fake bomb.   Continue reading... ","https://www.theguardian.com/us-news/2016/sep/27/ahmed-mohamed-clock-boy-defamation-lawsuit-glenn-beck","Tue, 27 Sep 2016 23:43:15 GMT","Texas",""," "
"Consensus: Clinton wins debate   but Trump is far from finished"," Unpredictable nature of 2016 race leaves much to be decided with two more debates in October, as Clinton camp continues to attack Trump s debate tactics  The most-watched presidential debate in history knocked Donald Trump sideways, but not out of the race for the White House, after he was tripped up by a well-drilled Hillary Clinton.    Riled by needling from Clinton  about his family, the flamboyant Republican was forced on the defensive for much of their 90-minute showdown at Hofstra University, and swiftly saw some signs of faltering support among voters.   Continue reading... ","https://www.theguardian.com/us-news/2016/sep/27/debate-polls-reaction-hillary-clinton-donald-trump","Tue, 27 Sep 2016 17:39:01 GMT","US elections 2016",""," "
